filename,公司全称,公司简称,公司代码,公告名称,落款日期,业绩分类,审计机构,签字会计师,审计意见,"审计费用（万元）/
会计师事务所报酬",营业收入（单位：元）-本期数据,营业收入（单位：元）-上期数据,营业收入（单位：元）-同比变动比例（%）,"归属于上市公司股东的净利润
（单位：元）-本期数据","归属于上市公司股东的净利润
（单位：元）-上期数据","归属于上市公司股东的净利润
（单位：元）-同比变动比例（%）",归属于上市公司股东的扣除非经常性损益的净利润（单位：元）-本期数据,归属于上市公司股东的扣除非经常性损益的净利润（单位：元）-上期数据,归属于上市公司股东的扣除非经常性损益的净利润（单位：元）-同比变动比例（%）,"总资产/资产总额
（单位：元）-本期数据","总资产/资产总额
（单位：元）-上期数据","总资产/资产总额
（单位：元）-同比变动比例（%）","归属于上市公司股东的净资产
（单位：元）-本期数据","归属于上市公司股东的净资产
（单位：元）-上期数据","归属于上市公司股东的净资产
（单位：元）-同比变动比例（%）",经营活动产生的现金流量净额-本期数据,经营活动产生的现金流量净额-上期数据,经营活动产生的现金流量净额-同比变动比例（%）,基本每股收益（元／股）-本期数据,基本每股收益（元／股）-上期数据,基本每股收益（元／股）-同比变动比例（%）,加权平均净资产收益率（%）-本期数据,加权平均净资产收益率（%）-上期数据,加权平均净资产收益率（%）-同比变动比例（%）,资产负债率,目录,利润分配预案/利润分配方案,语言,精排,篇幅页码,字数,净利润（本期数据）,净利润（上期数据）,本期数据,上期数据,同比变动比例（%）,负债合计（本期数据）,负债和所有者权益（或股东权益）总计（本期数据）,董事会决议通过的本报告期利润分配预案或公积金转增股本预案,经本次董事会审议通过的利润分配预案为：,年度利润分配方案如下：
146006755_2025-10-23_莱绅通灵2025年第三季度报告.pdf,莱绅通灵珠宝股份有限公司,莱绅通灵,603900,莱绅通灵珠宝股份有限公司2025年第三季度报告,2025-10-24,扭亏为盈,未找到,未找到,未找到,未找到,"1,199,683,618.52","882,451,131.27",35.95,"69,088,225.90","-46,387,685.85",未找到,"81,924,208.93",未找到,未找到,"2,264,464,029.87","2,283,546,377.34",-0.84,"1,980,384,665.27","1,909,519,494.53",3.71,"91,431,587.92","-132,948,822.50",未找到,0.20,-0.14,未找到,3.55,未找到,未找到,12.64%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,公司2025年第三季度拟每股派发现金红利0.10元，不送红股、不以公积金转增股本。,中文,否,13,9515,"68,451,402.33","-46,641,449.48",未找到,未找到,未找到,"286,019,762.91","2,264,464,029.87",公司2025年第三季度拟每股派发现金红利0.10元，不送红股、不以公积金转增股本。,公司2025年第三季度拟每股派发现金红利0.10元，不送红股、不以公积金转增股本。,未找到
146006807_2025-10-23_2025年第三季度报告.pdf,石家庄科林电气股份有限公司,科林电气,603050,石家庄科林电气股份有限公司2025年第三季度报告,2025-10-24,同比增长,未找到,未找到,未找到,未找到,"1,071,657,831.94",未找到,27.27%,"56,523,157.30",未找到,705.48%,"47,992,943.26",未找到,1438.37%,"4,961,928,024.01","5,183,301,172.06",-4.27%,"1,829,689,899.46","1,665,044,238.93",9.89%,"305,093,819.10","-6,747,057.21",4621.88%,0.1401,未找到,705.47%,3.14%,未找到,增加2.71个百分点,62.59%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,17,14173,"217,588,326.69","150,036,017.74",未找到,未找到,未找到,"3,105,269,615.81","4,961,928,024.01",未找到,未找到,未找到
146006871_2025-10-23_江西国泰集团股份有限公司2025年第三季度报告.pdf,江西国泰集团股份有限公司,国泰集团,603977,江西国泰集团股份有限公司2025年第三季度报告,2025-10-22,同比下降,未找到,未找到,未找到,未找到,"1,601,339,765.75","1,703,760,472.46",-6.01,"189,987,649.31","218,522,441.63",-13.06,"170,221,889.58","190,699,000.00",-10.23,"6,209,979,664.29","5,686,552,636.81",9.20,"3,347,406,922.94","3,213,751,547.26",4.16,"8,881,264.83","172,789,393.08",-94.86,0.31,0.35,-11.43,5.77,6.79,下降1.02个百分点,39.15%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,19,13921,"189,485,491.06","248,042,601.22",未找到,未找到,未找到,"2,431,542,701.42","6,209,979,664.29",未找到,未找到,未找到
146006898_2025-10-23_博汇科技2025年第三季度报告.pdf,北京市博汇科技股份有限公司,博汇科技,688004,北京市博汇科技股份有限公司2025年第三季度报告,2025-10-22,亏损,未找到,未找到,未找到,未找到,114947644.39,110224969.81,4.28,-14140826.27,-34851980.27,未找到,-17083956.82,未找到,未找到,722736155.56,726002001.81,-0.45,590142909.38,615318197.66,-4.09,-50244484.09,-40592189.24,未找到,-0.18,-0.44,未找到,-2.35,未找到,未找到,18.34%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,12,9400,-14140826.27,-34851980.27,未找到,未找到,未找到,132593246.18,722736155.56,未找到,未找到,未找到
146007061_2025-10-23_2025年第三季度报告.pdf,武汉中科通达高新技术股份有限公司,中科通达,688038,武汉中科通达高新技术股份有限公司2025年第三季度报告,2025-10-23,亏损,未找到,未找到,未找到,未找到,25421103.44,未找到,-51.74,-6024319.75,未找到,不适用,-7035768.75,未找到,不适用,1067694553.15,1203381809.66,-11.28,591586344.34,600422819.33,-1.47,9053160.10,未找到,-50.79,-0.0518,未找到,不适用,-1.01,未找到,减少0.16个百分点,44.58%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,14,10385,-7013753.35,671194.92,未找到,未找到,未找到,476108208.81,1067694553.15,未找到,未找到,未找到
146007138_2025-10-23_钢研高纳：2025年三季度报告.PDF,北京钢研高纳科技股份有限公司,钢研高纳,300034,北京钢研高纳科技股份有限公司2025年第三季度报告,2025-10-22,同比下降,未找到,未找到,未找到,未找到,987405829.98,未找到,22.78%,60757384.07,未找到,10.33%,58476934.34,未找到,14.15%,7792193824.51,7593715153.08,2.61%,3814182534.33,3495156817.05,9.13%,--,--,--,0.0764,未找到,7.33%,1.61%,未找到,0.99%,44.46%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据和财务指标发生变动的情况及原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;（二）公司优先股股东总数及前10名优先股股东持股情况表;（三）限售股份变动情况;三、其他重要事项;四、季度财务报表;（一）财务报表;1、合并资产负债表;2、合并年初到报告期末利润表;3、合并年初到报告期末现金流量表;（二）2025年起首次执行新会计准则调整首次执行当年年初财务报表相关项目情况;（三）审计报告,未找到,中文,否,10,9165,218848528.68,328846922.42,未找到,未找到,未找到,3464294907.93,7792193824.51,未找到,未找到,未找到
146007163_2025-10-23_广西能源股份有限公司2025年第三季度报告.pdf,广西能源股份有限公司,广西能源,600310,广西能源股份有限公司2025年第三季度报告,2025-10-23,同比下降,未找到,未找到,未找到,未找到,2634702448.89,2917403933.68,-9.69,78219848.96,449605015.91,-82.60,-46801251.85,2917403933.68,-125.13,23217149459.71,23289994478.89,-0.31,3041810078.36,2994831409.07,1.57,1231936771.34,916360233.46,34.44,0.0534,0.3067,-82.59,2.57,16.14,减少11.53个百分点,76.90%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,19,17097,191577114.06,551614264.50,未找到,未找到,未找到,18007752571.99,23217149459.71,未找到,未找到,未找到
146007165_2025-10-23_中远海运特种运输股份有限公司2025年第三季度报告.pdf,中远海运特种运输股份有限公司,中远海特,600428,中远海运特种运输股份有限公司2025年第三季度报告,2025-10-23,同比增长,未找到,未找到,未找到,未找到,"16,610,522,356.82","12,043,213,983.84",37.92,"1,328,975,069.49","1,202,226,020.81",10.54,"1,340,341,435.49","1,013,000,000.00",32.19,"42,878,832,356.59","34,928,645,469.66",22.76,"16,524,027,945.50","12,582,296,355.48",31.33,"4,262,329,833.92","2,333,143,214.19",82.69,0.522,0.560,-6.79,8.71,10.19,减少1.48个百分点,57.92%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,13,10453,"1,763,024,837.60","1,367,296,451.03",未找到,未找到,未找到,"24,837,045,350.33","42,878,832,356.59",未找到,未找到,未找到
146007197_2025-10-23_2025年第三季度报告.pdf,深圳华大智造科技股份有限公司,华大智造,688114,深圳华大智造科技股份有限公司2025年第三季度报告,2025-10-22,亏损,未找到,未找到,未找到,未找到,"1,868,910,818.68","1,869,062,681.62",-0.01,"-119,533,787.63","-463,354,782.90",未找到,"-227,971,827.47",未找到,未找到,"10,128,027,308.00","10,314,855,725.90",-1.81,"7,727,247,124.26","7,890,161,750.38",-2.06,"-288,729,045.45","-850,486,070.21",未找到,-0.29,-1.13,未找到,-1.53,未找到,未找到,23.69%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,14,11022,"-120,999,586.04","-466,701,054.62",未找到,未找到,未找到,"2,398,889,737.75","10,128,027,308.00",未找到,未找到,未找到
146007462_2025-10-23_陕西莱特光电材料股份有限公司2025年第三季度报告.pdf,陕西莱特光电材料股份有限公司,莱特光电,688150,陕西莱特光电材料股份有限公司2025年第三季度报告,2025-10-23,同比增长,未找到,未找到,未找到,未找到,423036664.64,356191786.76,18.77,179859585.96,129753161.26,38.62,169731652.26,115991219.56,46.51,2192952617.13,2118081195.61,3.53,1803719843.68,1784183898.24,1.09,170143114.24,143336386.71,18.70,0.45,0.32,40.63,9.79,7.36,增加2.43个百分点,17.75%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,13,9176,179859585.96,129753161.26,未找到,未找到,未找到,389232773.45,2192952617.13,未找到,未找到,未找到
146007473_2025-10-23_盛屯矿业集团股份有限公司2025年第三季度报告.pdf,盛屯矿业集团股份有限公司,盛屯矿业,600711,盛屯矿业集团股份有限公司2025年第三季度报告,2025-10-24,同比增长,未找到,未找到,未找到,未找到,"21,716,871,818.75","17,657,863,751.36",22.99,"1,701,661,116.16","1,700,631,412.18",0.06,"1,860,889,716.83","1,863,917,324.45",-1.62,"41,752,697,930.88","37,528,507,486.37",11.26,"16,884,397,687.27","15,473,666,332.29",9.12,"3,075,475,765.62","2,172,681,719.10",41.55,0.551,0.543,1.40,10.439,11.664,-1.225个百分点,55.14%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,13,10400,"2,152,339,341.83","1,859,052,752.45",未找到,未找到,未找到,"23,012,155,213.84","41,752,697,930.88",未找到,未找到,未找到
146007551_2025-10-23_卧龙新能2025年第三季度报告.pdf,卧龙新能源集团股份有限公司,卧龙新能,600173,卧龙新能源集团股份有限公司2025年第三季度报告,2025-10-23,同比下降,未找到,未找到,未找到,未找到,2469482860.46,3062423315.00,-19.36,75750062.67,132190063.28,-42.70,52767751.13,141680626.35,-62.76,8553500519.64,8662485673.40,-1.26,3829396030.53,4500958003.06,-14.92,925895896.95,-163137846.32,不适用,0.1096,0.1558,-42.38,1.91,2.84,减少1.07个百分点,44.74%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;1、新能源板块业务经营情况;2、房地产业务销售及出租情况;3、参股公司君海网络经营情况;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,是,23,15333,141198451.30,180968555.91,未找到,未找到,未找到,3827025098.92,8553500519.64,未找到,未找到,未找到
146007567_2025-10-23_2025年第三季度报告.pdf,深圳市汇顶科技股份有限公司,汇顶科技,603160,深圳市汇顶科技股份有限公司2025年第三季度报告,2025-10-23,同比增长,未找到,未找到,未找到,未找到,3520825700.94,3222596255.55,9.25,676611266.70,448114129.63,50.99,572364408.80,400000000.00,43.22,10956943816.84,10304337633.45,6.33,9328541427.58,8721494961.75,6.96,727611496.60,626960679.64,16.05,1.48,0.98,51.02,7.50,5.44,增加2.06个百分点,14.89%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,12,9862,676610806.43,448113575.75,未找到,未找到,未找到,1628401277.89,10956943816.84,未找到,未找到,未找到
